ID,X,Y,City,1cm,1cmyear,100cm,100cmyear,Date
5633,56,33,浪江,2.36,11.80416,2.88,14.53728,2014-10
5533,55,33,浪江,3.66,18.63696,2.46,12.32976,2014-10
5433,54,33,浪江,7.26,37.55856,4.85,24.8916,2014-10
5333,53,33,浪江,3.88,19.79328,5.08,26.10048,2014-10
5534,55,34,浪江,3.37,17.11272,2.25,11.226,2014-10
5434,54,34,浪江,4.61,23.63016,3.66,18.63696,2014-10
5334,53,34,浪江,5.34,27.46704,4.48,22.94688,2014-10
5234,52,34,浪江,5.33,27.41448,6.14,31.67184,2014-10
5134,51,34,浪江,7.32,37.87392,8.69,45.07464,2014-10
5034,50,34,浪江,4.82,24.73392,3.75,19.11,2014-10
4934,49,34,浪江,5.63,28.99128,5.3,27.2568,2014-10
4834,48,34,浪江,4.21,21.52776,4.98,25.57488,2014-10
4734,47,34,浪江,3.04,15.37824,4.27,21.84312,2014-10
5635,56,35,浪江,2.45,12.2772,2.18,10.85808,2014-10
5435,54,35,浪江,2.79,14.06424,2.49,12.48744,2014-10
5335,53,35,浪江,6.68,34.51008,6.57,33.93192,2014-10
5235,52,35,浪江,5.57,28.67592,5.16,26.52096,2014-10
5135,51,35,浪江,6.05,31.1988,6.17,31.82952,2014-10
4935,49,35,浪江,5.17,26.57352,5.74,29.56944,2014-10
4735,47,35,浪江,3.23,16.37688,2.93,14.80008,2014-10
5436,54,36,浪江,4.66,23.89296,3.24,16.42944,2014-10
5236,52,36,浪江,5.67,29.20152,6.4,33.0384,2014-10
5036,50,36,浪江,4.95,25.4172,8.93,46.33608,2014-10
4636,46,36,浪江,2.5,12.54,2.97,15.01032,2014-10
4436,44,36,浪江,1.44,6.96864,1.6,7.8096,2014-10
5837,58,37,浪江,1.82,8.96592,1.58,7.70448,2014-10
5437,54,37,浪江,3.94,20.10864,3.45,17.5332,2014-10
5337,53,37,浪江,5.91,30.46296,4.21,21.52776,2014-10
5237,52,37,浪江,5.92,30.51552,5.35,27.5196,2014-10
5137,51,37,浪江,2.9,14.6424,4.28,21.89568,2014-10
5037,50,37,浪江,6.33,32.67048,6.81,35.19336,2014-10
4637,46,37,浪江,2.4,12.0144,2.51,12.59256,2014-10
4537,45,37,浪江,2.59,13.01304,3.88,19.79328,2014-10
#N/A,#N/A,#N/A,,,,,,2014-10
5838,58,38,浪江,1.95,9.6492,1.3,6.2328,2014-10
5738,57,38,浪江,1.99,9.85944,1.85,9.1236,2014-10
5338,53,38,浪江,1.49,7.23144,2.69,13.53864,2014-10
5238,52,38,浪江,3.82,19.47792,4.32,22.10592,2014-10
4938,49,38,浪江,8.57,44.44392,6.84,35.35104,2014-10
4838,48,38,浪江,6.32,32.61792,4.29,21.94824,2014-10
4538,45,38,浪江,6.03,31.09368,3.3,16.7448,2014-10
6139,61,39,浪江,0.4,1.5024,0.47,1.87032,2014-10
5739,57,39,浪江,1.54,7.49424,1.45,7.0212,2014-10
5639,56,39,浪江,3.25,16.482,5.86,30.20016,2014-10
5339,53,39,浪江,3.94,20.10864,3.75,19.11,2014-10
5139,51,39,浪江,4.74,24.31344,5.05,25.9428,2014-10
5039,50,39,浪江,5.68,29.25408,5.55,28.5708,2014-10
4939,49,39,浪江,3.24,16.42944,4.14,21.15984,2014-10
4739,47,39,浪江,3.48,17.69088,3.26,16.53456,2014-10
4639,46,39,浪江,1.78,8.75568,3.22,16.32432,2014-10
4539,45,39,浪江,2.87,14.48472,3.56,18.11136,2014-10
6240,62,40,浪江,0.34,1.18704,0.3,0.9768,2014-10
5640,56,40,浪江,1.61,7.86216,1.33,6.39048,2014-10
5540,55,40,浪江,1.28,6.12768,1.27,6.07512,2014-10
5440,54,40,浪江,3.28,16.63968,4.05,20.6868,2014-10
5340,53,40,浪江,2.6,13.0656,3.16,16.00896,2014-10
5140,51,40,浪江,5.81,29.93736,4.96,25.46976,2014-10
5040,50,40,浪江,5.72,29.46432,5.54,28.51824,2014-10
4940,49,40,浪江,5.97,30.77832,6.26,32.30256,2014-10
4840,48,40,浪江,3.52,17.90112,2.8,14.1168,2014-10
4540,45,40,浪江,4.58,23.47248,4.02,20.52912,2014-10
4440,44,40,浪江,2.45,12.2772,2.14,10.64784,2014-10
6241,62,41,浪江,0.46,1.81776,0.52,2.13312,2014-10
6141,61,41,浪江,0.44,1.71264,0.65,2.8164,2014-10
5541,55,41,浪江,0.92,4.23552,1.15,5.4444,2014-10
5441,54,41,浪江,1.56,7.59936,1.22,5.81232,2014-10
5041,50,41,浪江,4.96,25.46976,6.61,34.14216,2014-10
4741,47,41,浪江,5.88,30.30528,9.92,51.53952,2014-10
4641,46,41,浪江,4.95,25.4172,5.62,28.93872,2014-10
4541,45,41,浪江,5.39,27.72984,3.08,15.58848,2014-10
4441,44,41,浪江,2.74,13.80144,3.73,19.00488,2014-10
4341,43,41,浪江,8.43,43.70808,7.06,36.50736,2014-10
4241,42,41,浪江,5.04,25.89024,5.7,29.3592,2014-10
6242,62,42,浪江,0.43,1.66008,0.48,1.92288,2014-10
6142,61,42,浪江,1.13,5.33928,1.33,6.39048,2014-10
6042,60,42,浪江,0.54,2.23824,0.64,2.76384,2014-10
5542,55,42,浪江,1.59,7.75704,1.47,7.12632,2014-10
5442,54,42,浪江,0.52,2.13312,0.73,3.23688,2014-10
5342,53,42,浪江,2.63,13.22328,1.82,8.96592,2014-10
5242,52,42,浪江,1.06,4.97136,2.03,10.06968,2014-10
5142,51,42,浪江,1.09,5.12904,1.85,9.1236,2014-10
5142,51,42,浪江,2.13,10.59528,4.45,22.7892,2014-10
4942,49,42,浪江,2.1,10.4376,2.7,13.5912,2014-10
4742,47,42,浪江,1.57,7.65192,2.51,12.59256,2014-10
4642,46,42,浪江,3.21,16.27176,3.4,17.2704,2014-10
4142,41,42,浪江,3.94,20.10864,5.01,25.73256,2014-10
4042,40,42,浪江,5.1,26.2056,7,36.192,2014-10
3942,39,42,浪江,8.5,44.076,5.75,29.622,2014-10
5943,59,43,浪江,0.62,2.65872,0.62,2.65872,2014-10
5843,58,43,浪江,0.47,1.87032,0.5,2.028,2014-10
5743,57,43,浪江,0.67,2.92152,0.5,2.028,2014-10
5643,56,43,浪江,0.78,3.49968,0.63,2.71128,2014-10
5543,55,43,浪江,1.85,9.1236,1.75,8.598,2014-10
5343,53,43,浪江,2.25,11.226,1.58,7.70448,2014-10
5243,52,43,浪江,0.83,3.76248,1.02,4.76112,2014-10
4943,49,43,浪江,5.75,29.622,5.73,29.51688,2014-10
4843,48,43,浪江,3.56,18.11136,3.5,17.796,2014-10
4743,47,43,浪江,2.35,11.7516,2.3,11.4888,2014-10
4643,46,43,浪江,2.2,10.9632,2.79,14.06424,2014-10
4543,45,43,浪江,4.62,23.68272,3.35,17.0076,2014-10
3943,39,43,浪江,10.05,52.2228,6.75,34.878,2014-10
3843,38,43,浪江,3.8,19.3728,3.75,19.11,2014-10
5944,59,44,浪江,0.46,1.81776,0.45,1.7652,2014-10
5844,58,44,浪江,1.04,4.86624,0.66,2.86896,2014-10
5744,57,44,浪江,0.93,4.28808,0.84,3.81504,2014-10
5644,56,44,浪江,0.77,3.44712,0.72,3.18432,2014-10
5344,53,44,浪江,1.42,6.86352,1.56,7.59936,2014-10
5244,52,44,浪江,1.3,6.2328,1.44,6.96864,2014-10
4644,46,44,浪江,5.74,29.56944,3.55,18.0588,2014-10
4544,45,44,浪江,3.51,17.84856,2.75,13.854,2014-10
4044,40,44,浪江,9.7,50.3832,7.3,37.7688,2014-10
3744,37,44,浪江,6.3,32.5128,5.1,26.2056,2014-10
5645,56,45,浪江,0.63,2.71128,0.67,2.92152,2014-10
5545,55,45,浪江,0.48,1.92288,0.43,1.66008,2014-10
4545,45,45,浪江,3.15,15.9564,2.37,11.85672,2014-10
4445,44,45,浪江,2.91,14.69496,3.43,17.42808,2014-10
4345,43,45,浪江,3.2,16.2192,3.07,15.53592,2014-10
4245,42,45,浪江,3.73,19.00488,3.68,18.74208,2014-10
3745,37,45,浪江,8.8,45.6528,6.2,31.9872,2014-10
5646,56,46,浪江,0.63,2.71128,0.43,1.66008,2014-10
5546,55,46,浪江,0.36,1.29216,0.36,1.29216,2014-10
4946,49,46,浪江,2.5,12.54,1.87,9.22872,2014-10
4846,48,46,浪江,3.1,15.6936,2.84,14.32704,2014-10
4746,47,46,浪江,2.38,11.90928,2.27,11.33112,2014-10
4646,46,46,浪江,3.86,19.68816,2.8,14.1168,2014-10
4446,44,46,浪江,1.8,8.8608,2.06,10.22736,2014-10
4246,42,46,浪江,3.63,18.47928,3.61,18.37416,2014-10
3746,37,46,浪江,8.05,41.7108,7.3,37.7688,2014-10
3646,36,46,浪江,7.6,39.3456,10.65,55.3764,2014-10
3546,35,46,浪江,7,36.192,6.68,34.51008,2014-10
3446,34,46,浪江,4.7,24.1032,4.15,21.2124,2014-10
3346,33,46,浪江,4.6,23.5776,4.13,21.10728,2014-10
5547,55,47,浪江,0.47,1.87032,0.32,1.08192,2014-10
5447,54,47,浪江,0.4,1.5024,0.35,1.2396,2014-10
4747,47,47,浪江,2.53,12.69768,2.45,12.2772,2014-10
4647,46,47,浪江,2.57,12.90792,2.49,12.48744,2014-10
4347,43,47,浪江,2.84,14.32704,2.53,12.69768,2014-10
4247,42,47,浪江,3.88,19.79328,4,20.424,2014-10
3248,32,48,浪江,6.5,33.564,8.7,45.1272,2014-10
3349,33,49,浪江,5.8,29.8848,6.2,31.9872,2014-10
3249,32,49,浪江,7,36.192,6.3,32.5128,2014-10
3149,31,49,浪江,9.3,48.2808,7.15,36.9804,2014-10
2249,22,49,浪江,1.69,8.28264,1.9,9.3864,2014-10
2149,21,49,浪江,3.88,19.79328,2.33,11.64648,2014-10
2049,20,49,浪江,1.96,9.70176,1.47,7.12632,2014-10
2950,29,50,浪江,5.65,29.0964,6.85,35.4036,2014-10
2250,22,50,浪江,1.87,9.22872,1.4,6.7584,2014-10
2150,21,50,浪江,1.2,5.7072,1.23,5.86488,2014-10
2050,20,50,浪江,0.76,3.39456,0.88,4.02528,2014-10
1950,19,50,浪江,1.22,5.81232,1.18,5.60208,2014-10
1850,18,50,浪江,2.71,13.64376,2.34,11.69904,2014-10
2251,22,51,浪江,1.9,9.3864,1.91,9.43896,2014-10
2151,21,51,浪江,1.15,5.4444,1.12,5.28672,2014-10
2051,20,51,浪江,1.3,6.2328,1.76,8.65056,2014-10
1951,19,51,浪江,2.13,10.59528,1.43,6.91608,2014-10
1851,18,51,浪江,1,4.656,1.42,6.86352,2014-10
1751,17,51,浪江,1.21,5.75976,1.05,4.9188,2014-10
1651,16,51,浪江,0.68,2.97408,0.96,4.44576,2014-10
1551,15,51,浪江,0.6,2.5536,0.76,3.39456,2014-10
1451,14,51,浪江,0.38,1.39728,0.41,1.55496,2014-10
2952,29,52,浪江,8.3,43.0248,8.54,44.28624,2014-10
2852,28,52,浪江,10.28,53.43168,8.77,45.49512,2014-10
2252,22,52,浪江,1.79,8.80824,1.47,7.12632,2014-10
2152,21,52,浪江,1.31,6.28536,1.1,5.1816,2014-10
2052,20,52,浪江,1.01,4.70856,1.44,6.96864,2014-10
1952,19,52,浪江,0.89,4.07784,1.16,5.49696,2014-10
1852,18,52,浪江,1.24,5.91744,1.49,7.23144,2014-10
1752,17,52,浪江,0.29,0.92424,0.43,1.66008,2014-10
1652,16,52,浪江,0.67,2.92152,0.97,4.49832,2014-10
1552,15,52,浪江,0.69,3.02664,0.89,4.07784,2014-10
1452,14,52,浪江,0.43,1.66008,0.74,3.28944,2014-10
1352,13,52,浪江,0.45,1.7652,0.36,1.29216,2014-10
1252,12,52,浪江,0.33,1.13448,0.35,1.2396,2014-10
3053,30,53,浪江,6.01,30.98856,6.08,31.35648,2014-10
2953,29,53,浪江,11.8,61.4208,11.56,60.15936,2014-10
2853,28,53,浪江,3.47,17.63832,2.85,14.3796,2014-10
2753,27,53,浪江,4.25,21.738,2.55,12.8028,2014-10
2653,26,53,浪江,3.5,17.796,2.92,14.74752,2014-10
2553,25,53,浪江,2.67,13.43352,2.55,12.8028,2014-10
2453,24,53,浪江,3.05,15.4308,5.11,26.25816,2014-10
2353,23,53,浪江,8.56,44.39136,5.24,26.94144,2014-10
2253,22,53,浪江,0.99,4.60344,1.3,6.2328,2014-10
2153,21,53,浪江,1.9,9.3864,1.5,7.284,2014-10
2053,20,53,浪江,1.86,9.17616,1.57,7.65192,2014-10
1953,19,53,浪江,2.67,13.43352,2.55,12.8028,2014-10
1853,18,53,浪江,2.8,14.1168,1.5,7.284,2014-10
1753,17,53,浪江,2.33,11.64648,2.3,11.4888,2014-10
1653,16,53,浪江,1.37,6.60072,1.18,5.60208,2014-10
1553,15,53,浪江,1,4.656,1.03,4.81368,2014-10
1453,14,53,浪江,0.55,2.2908,0.68,2.97408,2014-10
1353,13,53,浪江,0.67,2.92152,0.58,2.44848,2014-10
1253,12,53,浪江,0.31,1.02936,0.43,1.66008,2014-10
1153,11,53,浪江,0.36,1.29216,0.3,0.9768,2014-10
0853,08,53,浪江,0.33,1.13448,0.32,1.08192,2014-10
0753,07,53,浪江,0.19,0.39864,0.19,0.39864,2014-10
0653,06,53,浪江,0.21,0.50376,0.3,0.9768,2014-10
0553,05,53,浪江,0.25,0.714,0.21,0.50376,2014-10
0453,04,53,浪江,0.19,0.39864,0.14,0.13584,2014-10
0353,03,53,浪江,0.14,0.13584,0.19,0.39864,2014-10
3254,32,54,浪江,6.26,32.30256,6.11,31.51416,2014-10
3154,31,54,浪江,7.6,39.3456,6.04,31.14624,2014-10
3054,30,54,浪江,6.11,31.51416,6.62,34.19472,2014-10
2554,25,54,浪江,3.6,18.3216,2.86,14.43216,2014-10
2454,24,54,浪江,2.33,11.64648,1.38,6.65328,2014-10
2354,23,54,浪江,3.39,17.21784,3.98,20.31888,2014-10
2254,22,54,浪江,3.02,15.27312,3.13,15.85128,2014-10
2154,21,54,浪江,1.77,8.70312,1.65,8.0724,2014-10
2054,20,54,浪江,2.52,12.64512,3.06,15.48336,2014-10
1954,19,54,浪江,0.81,3.65736,1.62,7.91472,2014-10
1854,18,54,浪江,2.45,12.2772,2.76,13.90656,2014-10
1754,17,54,浪江,1.45,7.0212,1.79,8.80824,2014-10
1654,16,54,浪江,1.59,7.75704,1.57,7.65192,2014-10
1554,15,54,浪江,1.51,7.33656,1.66,8.12496,2014-10
1454,14,54,浪江,0.47,1.87032,0.74,3.28944,2014-10
1354,13,54,浪江,0.56,2.34336,0.6,2.5536,2014-10
1254,12,54,浪江,0.24,0.66144,0.23,0.60888,2014-10
1154,11,54,浪江,0.28,0.87168,0.25,0.714,2014-10
1054,10,54,浪江,0.34,1.18704,0.25,0.714,2014-10
0954,09,54,浪江,0.21,0.50376,0.24,0.66144,2014-10
0851,08,51,浪江,0.19,0.39864,0.26,0.76656,2014-10
0754,07,54,浪江,0.27,0.81912,0.23,0.60888,2014-10
0654,06,54,浪江,0.22,0.55632,0.25,0.714,2014-10
0554,05,54,浪江,0.21,0.50376,0.19,0.39864,2014-10
0454,04,54,浪江,0.23,0.60888,0.17,0.29352,2014-10
0354,03,54,浪江,0.18,0.34608,0.25,0.714,2014-10
3355,33,55,浪江,3.3,16.7448,2.43,12.17208,2014-10
3255,32,55,浪江,2.48,12.43488,2.13,10.59528,2014-10
2555,25,55,浪江,5.59,28.78104,3.81,19.42536,2014-10
2455,24,55,浪江,2.09,10.38504,1.84,9.07104,2014-10
2155,21,55,浪江,3.57,18.16392,3.23,16.37688,2014-10
2055,20,55,浪江,2.45,12.2772,1.66,8.12496,2014-10
1955,19,55,浪江,1.74,8.54544,1.3,6.2328,2014-10
1855,18,55,浪江,1.98,9.80688,1.32,6.33792,2014-10
1755,17,55,浪江,2.01,9.96456,2.27,11.33112,2014-10
1655,16,55,浪江,2.42,12.11952,2.19,10.91064,2014-10
1555,15,55,浪江,1.75,8.598,3.2,16.2192,2014-10
1455,14,55,浪江,0.78,3.49968,0.78,3.49968,2014-10
1355,13,55,浪江,0.59,2.50104,0.47,1.87032,2014-10
1255,12,55,浪江,0.25,0.714,0.33,1.13448,2014-10
1155,11,55,浪江,0.3,0.9768,0.33,1.13448,2014-10
1055,10,55,浪江,0.27,0.81912,0.25,0.714,2014-10
0955,09,55,浪江,0.21,0.50376,0.24,0.66144,2014-10
0855,08,55,浪江,0.23,0.60888,0.21,0.50376,2014-10
0755,07,55,浪江,0.26,0.76656,0.19,0.39864,2014-10
0655,06,55,浪江,0.23,0.60888,0.26,0.76656,2014-10
0555,05,55,浪江,0.18,0.34608,0.18,0.34608,2014-10
0455,04,55,浪江,0.24,0.66144,0.29,0.92424,2014-10
0355,03,55,浪江,0.37,1.34472,0.33,1.13448,2014-10
3356,33,56,浪江,2.24,11.17344,1.88,9.28128,2014-10
#N/A,#N/A,#N/A,,,,,,2014-10
2056,20,56,浪江,2.12,10.54272,2,9.912,2014-10
1956,19,56,浪江,0.85,3.8676,1.27,6.07512,2014-10
1856,18,56,浪江,1.1,5.1816,1.06,4.97136,2014-10
1756,17,56,浪江,1.33,6.39048,0.9,4.1304,2014-10
1656,16,56,浪江,1.9,9.3864,2.1,10.4376,2014-10
1556,15,56,浪江,1.5,7.284,2.24,11.17344,2014-10
1456,14,56,浪江,0.84,3.81504,1.02,4.76112,2014-10
1356,13,56,浪江,0.93,4.28808,1.38,6.65328,2014-10
1256,12,56,浪江,0.97,4.49832,1.6,7.8096,2014-10
1156,11,56,浪江,0.47,1.87032,0.45,1.7652,2014-10
1056,10,56,浪江,0.25,0.714,0.23,0.60888,2014-10
0956,09,56,浪江,0.24,0.66144,0.22,0.55632,2014-10
0856,08,56,浪江,0.29,0.92424,0.29,0.92424,2014-10
0756,07,56,浪江,0.22,0.55632,0.2,0.4512,2014-10
0656,06,56,浪江,0.24,0.66144,0.25,0.714,2014-10
0556,05,56,浪江,0.23,0.60888,0.31,1.02936,2014-10
0456,04,56,浪江,0.18,0.34608,0.19,0.39864,2014-10
0356,03,56,浪江,0.2,0.4512,0.15,0.1884,2014-10
0256,02,56,浪江,0.17,0.29352,0.17,0.29352,2014-10
3357,33,57,浪江,1.37,6.60072,1.72,8.44032,2014-10
2157,21,57,浪江,2.6,13.0656,2.35,11.7516,2014-10
2057,20,57,浪江,1.93,9.54408,1.24,5.91744,2014-10
1957,19,57,浪江,2.6,13.0656,1.82,8.96592,2014-10
#N/A,#N/A,#N/A,浪江,×,,×,,2014-10
1757,17,57,浪江,1.35,6.4956,1.4,6.7584,2014-10
1657,16,57,浪江,1.04,4.86624,1.98,9.80688,2014-10
1557,15,57,浪江,1.91,9.43896,2.03,10.06968,2014-10
1457,14,57,浪江,1.11,5.23416,1.2,5.7072,2014-10
1357,13,57,浪江,2.48,12.43488,2.58,12.96048,2014-10
1257,12,57,浪江,1.3,6.2328,2.04,10.12224,2014-10
1157,11,57,浪江,0.65,2.8164,0.55,2.2908,2014-10
1057,10,57,浪江,0.36,1.29216,0.33,1.13448,2014-10
0957,09,57,浪江,0.24,0.66144,0.26,0.76656,2014-10
0857,08,57,浪江,0.26,0.76656,0.2,0.4512,2014-10
0757,07,57,浪江,0.18,0.34608,0.25,0.714,2014-10
0657,06,57,浪江,0.22,0.55632,0.21,0.50376,2014-10
0557,05,57,浪江,0.14,0.13584,0.18,0.34608,2014-10
0457,04,57,浪江,0.12,0.03072,0.14,0.13584,2014-10
0357,03,57,浪江,0.14,0.13584,0.09,-0.12696,2014-10
0257,02,57,浪江,0.17,0.29352,0.18,0.34608,2014-10
3358,33,58,浪江,0.69,3.02664,0.73,3.23688,2014-10
1658,16,58,浪江,0.85,3.8676,0.72,3.18432,2014-10
1558,15,58,浪江,1.03,4.81368,0.63,2.71128,2014-10
1458,14,58,浪江,0.68,2.97408,0.8,3.6048,2014-10
1358,13,58,浪江,2.24,11.17344,2.74,13.80144,2014-10
1258,12,58,浪江,1.41,6.81096,1.67,8.17752,2014-10
1158,11,58,浪江,3.61,18.37416,1.64,8.01984,2014-10
1058,10,58,浪江,0.53,2.18568,0.73,3.23688,2014-10
0958,09,58,浪江,0.29,0.92424,0.26,0.76656,2014-10
0858,08,58,浪江,0.22,0.55632,0.2,0.4512,2014-10
0758,07,58,浪江,0.21,0.50376,0.18,0.34608,2014-10
0658,06,58,浪江,0.31,1.02936,0.25,0.714,2014-10
0558,05,58,浪江,0.18,0.34608,0.16,0.24096,2014-10
0458,04,58,浪江,0.16,0.24096,0.2,0.4512,2014-10
0358,03,58,浪江,0.2,0.4512,0.22,0.55632,2014-10
0259,02,59,浪江,0.16,0.24096,0.16,0.24096,2014-10
2158,21,58,浪江,2.87,14.48472,2.79,14.06424,2014-10
2058,20,58,浪江,2.15,10.7004,1.87,9.22872,2014-10
1958,19,58,浪江,1.63,7.96728,1.83,9.01848,2014-10
1858,18,58,浪江,1.1,5.1816,1.41,6.81096,2014-10
1758,17,58,浪江,0.94,4.34064,1.22,5.81232,2014-10
3359,33,59,浪江,0.74,3.28944,0.8,3.6048,2014-10
1659,16,59,浪江,1.11,5.23416,0.9,4.1304,2014-10
1559,15,59,浪江,0.81,3.65736,0.65,2.8164,2014-10
1459,14,59,浪江,0.98,4.55088,1.65,8.0724,2014-10
1359,13,59,浪江,0.89,4.07784,1.39,6.70584,2014-10
1259,12,59,浪江,2.46,12.32976,2.85,14.3796,2014-10
1159,11,59,浪江,1.45,7.0212,2.44,12.22464,2014-10
1059,10,59,,,,,,2014-10
0959,09,59,浪江,0.45,1.7652,0.55,2.2908,2014-10
0859,08,59,浪江,0.2,0.4512,0.22,0.55632,2014-10
0759,07,59,浪江,0.18,0.34608,0.19,0.39864,2014-10
0659,06,59,浪江,0.31,1.02936,0.37,1.34472,2014-10
0559,05,59,浪江,0.13,0.08328,0.24,0.66144,2014-10
0459,04,59,浪江,0.17,0.29352,0.14,0.13584,2014-10
0359,03,59,浪江,0.18,0.34608,0.24,0.66144,2014-10
0259,02,59,浪江,0.16,0.24096,0.18,0.34608,2014-10
2159,21,59,浪江,3.57,18.16392,2.79,14.06424,2014-10
2059,20,59,浪江,1.66,8.12496,2.63,13.22328,2014-10
1959,19,59,浪江,3.31,16.79736,2.76,13.90656,2014-10
1859,18,59,浪江,1.51,7.33656,1.72,8.44032,2014-10
1759,17,59,浪江,0.9,4.1304,1.05,4.9188,2014-10
1060,10,60,浪江,0.77,3.44712,0.86,3.92016,2014-10
3360,33,60,浪江,0.99,4.60344,0.77,3.44712,2014-10
1660,16,60,浪江,1.37,6.60072,1.19,5.65464,2014-10
1560,15,60,浪江,0.7,3.0792,0.67,2.92152,2014-10
1460,14,60,浪江,0.69,3.02664,0.62,2.65872,2014-10
1360,13,60,浪江,0.64,2.76384,0.67,2.92152,2014-10
1260,12,60,浪江,1.04,4.86624,1.65,8.0724,2014-10
1160,11,60,浪江,1.08,5.07648,2.1,10.4376,2014-10
1060,10,60,浪江,1.05,4.9188,2.62,13.17072,2014-10
0960,09,60,浪江,0.92,4.23552,1.03,4.81368,2014-10
0860,08,60,浪江,0.69,3.02664,0.77,3.44712,2014-10
0660,06,60,浪江,0.2,0.4512,0.21,0.50376,2014-10
0560,05,60,浪江,0.28,0.87168,0.3,0.9768,2014-10
0460,04,60,浪江,0.16,0.24096,0.16,0.24096,2014-10
0360,03,60,浪江,0.12,0.03072,0.14,0.13584,2014-10
0260,02,60,浪江,0.11,-0.02184,0.13,0.08328,2014-10
2060,20,60,浪江,2.99,15.11544,2.62,13.17072,2014-10
1960,19,60,浪江,3,15.168,2.53,12.69768,2014-10
1860,18,60,浪江,2.86,14.43216,2.75,13.854,2014-10
1760,17,60,浪江,1.49,7.23144,1.46,7.07376,2014-10
3361,33,61,浪江,0.77,3.44712,0.81,3.65736,2014-10
2061,20,61,浪江,3.33,16.90248,3.06,15.48336,2014-10
1561,15,61,浪江,0.53,2.18568,0.46,1.81776,2014-10
1461,14,61,浪江,0.51,2.08056,0.41,1.55496,2014-10
1361,13,61,浪江,0.44,1.71264,0.48,1.92288,2014-10
1261,12,61,浪江,1.02,4.76112,1.62,7.91472,2014-10
1161,11,61,浪江,7.34,37.97904,4.94,25.36464,2014-10
0561,05,61,浪江,0.14,0.13584,0.16,0.24096,2014-10
0461,04,61,浪江,0.18,0.34608,0.16,0.24096,2014-10
0361,03,61,浪江,0.17,0.29352,0.19,0.39864,2014-10
0261,02,61,浪江,0.12,0.03072,0.18,0.34608,2014-10
1961,19,61,浪江,1.66,8.12496,1.35,6.4956,2014-10
1861,18,61,浪江,2.51,12.59256,4.21,21.52776,2014-10
1761,17,61,浪江,2,9.912,1.65,8.0724,2014-10
1661,16,61,浪江,1.07,5.02392,0.99,4.60344,2014-10
3362,33,62,浪江,1.04,4.86624,1.03,4.81368,2014-10
2162,21,62,浪江,5.7,29.3592,5.95,30.6732,2014-10
2062,20,62,浪江,6.54,33.77424,3.95,20.1612,2014-10
1562,15,62,浪江,0.82,3.70992,0.76,3.39456,2014-10
1462,14,62,浪江,0.65,2.8164,0.7,3.0792,2014-10
1362,13,62,浪江,0.42,1.60752,0.4,1.5024,2014-10
1262,12,62,浪江,2.13,10.59528,1.77,8.70312,2014-10
0462,04,62,浪江,0.16,0.24096,0.15,0.1884,2014-10
0362,03,62,浪江,0.12,0.03072,0.16,0.24096,2014-10
1962,19,62,浪江,6.07,31.30392,4.83,24.78648,2014-10
1862,18,62,浪江,2.59,13.01304,3.7,18.8472,2014-10
1762,17,62,浪江,3.52,17.90112,3.24,16.42944,2014-10
1662,16,62,浪江,0.93,4.28808,1.21,5.75976,2014-10
3363,33,63,浪江,1.03,4.81368,0.86,3.92016,2014-10
3063,30,63,浪江,0.74,3.28944,0.68,2.97408,2014-10
#N/A,#N/A,#N/A,浪江,×,,×,,2014-10
#N/A,#N/A,#N/A,浪江,×,,×,,2014-10
2763,27,63,浪江,2.78,14.01168,2.54,12.75024,2014-10
2663,26,63,浪江,3.23,16.37688,3.65,18.5844,2014-10
2563,25,63,浪江,5.06,25.99536,3.93,20.05608,2014-10
2463,24,63,浪江,8.56,44.39136,6.6,34.0896,2014-10
2363,23,63,浪江,5.57,28.67592,7.6,39.3456,2014-10
2263,22,63,浪江,16.21,84.59976,14.02,73.08912,2014-10
2063,20,63,浪江,5.65,29.0964,6,30.936,2014-10
1563,15,63,浪江,1.98,9.80688,1.34,6.44304,2014-10
0463,04,63,浪江,0.14,0.13584,0.22,0.55632,2014-10
0363,03,63,浪江,0.16,0.24096,0.14,0.13584,2014-10
1963,19,63,浪江,2.44,12.22464,3.9,19.8984,2014-10
1863,18,63,浪江,6.09,31.40904,5.06,25.99536,2014-10
1763,17,63,浪江,4.88,25.04928,3.17,16.06152,2014-10
1663,16,63,浪江,7.04,36.40224,4.78,24.52368,2014-10
3164,31,64,浪江,0.73,3.23688,0.68,2.97408,2014-10
#N/A,#N/A,#N/A,浪江,×,,×,,2014-10
#N/A,#N/A,#N/A,浪江,×,,×,,2014-10
1964,19,64,浪江,18.84,98.42304,23.75,124.23,2014-10
3365,33,65,浪江,0.51,2.08056,0.63,2.71128,2014-10
3265,32,65,浪江,0.4,1.5024,0.55,2.2908,2014-10
3165,31,65,浪江,0.68,2.97408,0.44,1.71264,2014-10
1965,19,65,浪江,8.59,44.54904,10.7,55.6392,2014-10
#N/A,#N/A,#N/A,浪江,16.77,87.54312,14.23,74.19288,2014-10
1967,19,67,浪江,15.75,82.182,8.73,45.28488,2014-10